GameId,ClarifyingQuestion,InitializedWorldPath,InputInstruction,IsInstructionClear,Partition,qrel,qbank
CQ-game-4559,How many blue blocks are there to be added on top of the purple and red blocks?,initial_world_states/builder-data/12-c139/step-12,I added blue blocks on top of the purple and red blocks and purple blocks on top of the blue ones.,No,train,q_337,"'q_583', 'q_950', 'q_110', 'q_41', 'q_255', 'q_58', 'q_600', 'q_585', 'q_541', 'q_892', 'q_713', 'q_433', 'q_251', 'q_872', 'q_575', 'q_283', 'q_265', 'q_762', 'q_669', 'q_778', 'q_458', 'q_269', 'q_980', 'q_867', 'q_116', 'q_454', 'q_970', 'q_625', 'q_890', 'q_448', 'q_850', 'q_657', 'q_426', 'q_410', 'q_805', 'q_360', 'q_89', 'q_253', 'q_534', 'q_50', 'q_395', 'q_15', 'q_39', 'q_986', 'q_895', 'q_2', 'q_128', 'q_638', 'q_29', 'q_113', 'q_319', 'q_882', 'q_205', 'q_254', 'q_616', 'q_439', 'q_705', 'q_981', 'q_76', 'q_818', 'q_938', 'q_917', 'q_238', 'q_509', 'q_353', 'q_239', 'q_659', 'q_777', 'q_339', 'q_829', 'q_514', 'q_902', 'q_881', 'q_479', 'q_720', 'q_380', 'q_359', 'q_4', 'q_191', 'q_404', 'q_561', 'q_338', 'q_718', 'q_708', 'q_531', 'q_773', 'q_337', 'q_393', 'q_800', 'q_760', 'q_716', 'q_646', 'q_597', 'q_434', 'q_647', 'q_602', 'q_405', 'q_653', 'q_306', 'q_78', 'q_735', 'q_142', 'q_425', 'q_977', 'q_711', 'q_104', 'q_723', 'q_922', 'q_146', 'q_876', 'q_694', 'q_13', 'q_208', 'q_427', 'q_587', 'q_775', 'q_883', 'q_785', 'q_161', 'q_59', 'q_954', 'q_372', 'q_297', 'q_629', 'q_1', 'q_162', 'q_61', 'q_422', 'q_19', 'q_484', 'q_355', 'q_666', 'q_82', 'q_416', 'q_193', 'q_341', 'q_164', 'q_95', 'q_27', 'q_176', 'q_641', 'q_942', 'q_121', 'q_699', 'q_539', 'q_730', 'q_929', 'q_126', 'q_513', 'q_382', 'q_80', 'q_280', 'q_167', 'q_549', 'q_721', 'q_819', 'q_287', 'q_952', 'q_500', 'q_331', 'q_545', 'q_491', 'q_739', 'q_626', 'q_486', 'q_769'"
CQ-game-456,,initial_world_states/builder-data/10-c27/step-6,Destroy all the red blocks. Then replace all the yellow ones with blue.,Yes,train,,
CQ-game-4560,,initial_world_states/builder-data/1-c120/step-2,Destroy the top 2 yellow boxes. Destroy the bottom yellow box. Replace the 1 bottom yellow box with 1 blue box. Add 2 blue boxes next to it one to the east and west.,Yes,train,,
CQ-game-4562,,initial_world_states/builder-data/9-c29/step-2,Stack five orange blocks in the middle of the grid.,Yes,train,,
CQ-game-4563,,initial_world_states/builder-data/31-c73/step-2,To the west across from the green column build another green column the same height.,Yes,train,,
CQ-game-4564,,initial_world_states/builder-data/14-c54/step-14,Add a column of two red blocks to each corner of the map.,Yes,train,,
CQ-game-4566,,initial_world_states/builder-data/7-c120/step-8,Place a green block between the empty yellow space. Delete the yellow blocks underneath that.,Yes,train,,
CQ-game-4567,,initial_world_states/builder-data/14-c51/step-26,On top of the green block add three additional green blocks on top of it.,Yes,train,,
CQ-game-4568,,initial_world_states/builder-data/8-c18/step-2,Place a stack of three purple blocks in the center of the grid.,Yes,train,,
CQ-game-4569,,initial_world_states/builder-data/5-c120/step-8,Break the center yellow block of the cross. Replace it with a purple block. Break the two block stack of yellow beneath the cross.,Yes,train,,
CQ-game-4570,,initial_world_states/builder-data/34-c120/step-2,Place a blue block on all four of the available sides of the bottom block.,Yes,train,,
CQ-game-4571,,initial_world_states/builder-data/5-c73/step-4,Facing North place a single yellow block atop the green column. Remove the two green blocks closest to West.,Yes,train,,
CQ-game-4572,,initial_world_states/builder-data/9-c136/step-12,"Facing north add one blue block to the right of the center yellow block opposing the single blue block. Then add 2 ""feet"" using 2 orange blocks at the bottom of the purple columns",Yes,train,,
CQ-game-4573,,initial_world_states/builder-data/2-c139/step-6,Place a purple block to the south of the red block. Then place a purple block to the east and west of that one.,Yes,train,,
CQ-game-4575,,initial_world_states/builder-data/3-c139/disqualified_step-4,Destroy six purple blocks. Three on the west side and three on the easy.,Yes,train,,
CQ-game-4577,,initial_world_states/builder-data/52-c135/step-2,Stack 3 boxes on the edge of the South East corner. Beginning in this order: Blue Yellow Green.,Yes,train,,
CQ-game-4578,,initial_world_states/builder-data/2-c116/step-14,Connect the green and blue figures with a straight line of three blue blocks (east side of green block). Destroy the green block.,Yes,train,,
CQ-game-458,,initial_world_states/builder-data/9-c33/step-2,In the center spot of the south wall place a blue block on the ground. Place a yellow on top of that then green orange purple red making a straight tower with one of each color.,Yes,train,,
CQ-game-4583,,initial_world_states/builder-data/30-c73/step-6,Destroy the topmost green block and place a blue block,Yes,train,,
CQ-game-4584,,initial_world_states/builder-data/7-c120/step-2,Add a blue block inbetween the two yellow block columns. Destroy the bottom yellow column and replace it by two green blocks.,Yes,train,,
CQ-game-4586,,initial_world_states/builder-data/23-c127/step-8,Facing North place a blue block in front of every yellow block.,Yes,train,,
CQ-game-4588,,initial_world_states/builder-data/29-c92/step-10,facing north place one green block on the third row of third column. place three green blocks vertically on the fourth column of fourth row.,Yes,train,,
CQ-game-459,,initial_world_states/builder-data/4-c135/step-4,Facing north create a plus + sign with the existing purple block in the center. Use orange for north green for east yellow for south and blue for west.,Yes,train,,
CQ-game-4591,,initial_world_states/builder-data/14-c58/step-16,"""Fill in"" the structure with blue blocks. Target structure is 5x4.",Yes,train,,
CQ-game-4592,,initial_world_states/builder-data/9-c135/step-2,Destroy the bottom two purple blocks. Then add an orange block on top of the highest purple block.,Yes,train,,
CQ-game-4595,,initial_world_states/builder-data/8-c96/step-14,move southeast and place 3 green blocks on top of the green block,Yes,train,,
CQ-game-4597,,initial_world_states/builder-data/2-c136/step-34,Break the eastern-most purple block. Place a purple block on the south side of the lowest block the eastern purple stack. Place a purple block on the east and west sides of the highest red block.,Yes,train,,
CQ-game-4598,,initial_world_states/builder-data/3-c116/step-8,move southeast and destroy all purple blocks then face north and place 2 yellow blocks at the right side of the closest green block,Yes,train,,
CQ-game-4599,,initial_world_states/builder-data/10-c136/step-2,move north and destroy all purple blocks.,Yes,train,,
CQ-game-4601,,initial_world_states/builder-data/16-c96/step-8,move northeast and destroy all yellow blocks.,Yes,train,,
CQ-game-4602,,initial_world_states/builder-data/4-c96/step-8,In the middle of the board build a three block tall green column and top it with a red block.,Yes,train,,
CQ-game-4603,,initial_world_states/builder-data/10-c33/step-24,On top of every yellow block place one blue block.,Yes,train,,
CQ-game-4604,,initial_world_states/builder-data/5-c136/step-16,break all yellow blocks.,Yes,train,,
CQ-game-4605,,initial_world_states/builder-data/8-c96/step-22,IN the south west corner on top of the tallest purple block place three blue blocks. Do the same for the other two purple blocks but with three green blocks,Yes,train,,
CQ-game-4606,,initial_world_states/builder-data/4-c135/step-4,Facing East jump one square to the right of the purple block and place a column of two purple blocks. Do the same for the new column and place a column of three purple blocks one square to its right,Yes,train,,
CQ-game-4607,,initial_world_states/builder-data/12-c139/step-18,Break the red block. Place a purple block beneath the lowest purple block of the structure. Place a purple block in the center on top of the structure.,Yes,train,,
CQ-game-461,,initial_world_states/builder-data/30-c73/step-4,Place three green blocks to the west of the top green block horizontally. Then stack three green blocks on top of the east most green block.,Yes,train,,
CQ-game-4610,,initial_world_states/builder-data/1-c118/step-2,Destroy all the yellow blocks.,Yes,train,,
CQ-game-4616,Doesn't specify where exactly to put the blue boxes as there are multiple places to put them next to the dark blue boxes.,initial_world_states/builder-data/11-c97/step-8,move west and destroy all the red blocks then place 2 blue blocks on top of each other at the right  side of the dark blue blocks.,No,train,q_183,"'q_250', 'q_679', 'q_636', 'q_451', 'q_132', 'q_433', 'q_314', 'q_6', 'q_792', 'q_936', 'q_55', 'q_327', 'q_912', 'q_452', 'q_354', 'q_136', 'q_626', 'q_148', 'q_543', 'q_216', 'q_316', 'q_1', 'q_538', 'q_204', 'q_818', 'q_906', 'q_123', 'q_707', 'q_377', 'q_838', 'q_843', 'q_798', 'q_500', 'q_375', 'q_947', 'q_811', 'q_782', 'q_410', 'q_346', 'q_338', 'q_574', 'q_506', 'q_80', 'q_345', 'q_746', 'q_541', 'q_968', 'q_144', 'q_515', 'q_294', 'q_79', 'q_168', 'q_882', 'q_122', 'q_432', 'q_955', 'q_101', 'q_308', 'q_252', 'q_505', 'q_689', 'q_128', 'q_959', 'q_241', 'q_790', 'q_558', 'q_825', 'q_732', 'q_752', 'q_670', 'q_423', 'q_464', 'q_933', 'q_856', 'q_546', 'q_724', 'q_5', 'q_700', 'q_734', 'q_218', 'q_429', 'q_82', 'q_530', 'q_686', 'q_417', 'q_229', 'q_412', 'q_104', 'q_403', 'q_20', 'q_470', 'q_217', 'q_662', 'q_866', 'q_443', 'q_109', 'q_463', 'q_383', 'q_488', 'q_713', 'q_203', 'q_694', 'q_777', 'q_604', 'q_566', 'q_368', 'q_600', 'q_95', 'q_716', 'q_269', 'q_110', 'q_248', 'q_802', 'q_275', 'q_926', 'q_610', 'q_674', 'q_312', 'q_371', 'q_176', 'q_770', 'q_439', 'q_494', 'q_88', 'q_164', 'q_793', 'q_899', 'q_107', 'q_440', 'q_36', 'q_943', 'q_129', 'q_868', 'q_407', 'q_478', 'q_28', 'q_605', 'q_361', 'q_929', 'q_917', 'q_153', 'q_304', 'q_174', 'q_427', 'q_206', 'q_64', 'q_454', 'q_318', 'q_963', 'q_100', 'q_629', 'q_336', 'q_726', 'q_869', 'q_908', 'q_398', 'q_710', 'q_628', 'q_766', 'q_462', 'q_172', 'q_183', 'q_548', 'q_329', 'q_47', 'q_967'"
CQ-game-4617,,initial_world_states/builder-data/2-c139/step-12,facing north break the single red and blue blocks. break the purple block on the second row of the second column.,Yes,train,,
CQ-game-4619,,initial_world_states/builder-data/9-c136/step-16,In between the purple columns build a blue column of equal height and then from the bottom of the blue column run a line of green blocks south.,Yes,train,,
CQ-game-462,Are the towers right next to the middle one?,initial_world_states/builder-data/2-c120/step-6,Facing south there is a three block yellow tower.Make two more three block towers - a green one to the east a red one to the west.,No,train,q_750,"'q_759', 'q_557', 'q_893', 'q_798', 'q_931', 'q_986', 'q_121', 'q_431', 'q_780', 'q_392', 'q_500', 'q_28', 'q_865', 'q_800', 'q_894', 'q_762', 'q_831', 'q_891', 'q_40', 'q_572', 'q_953', 'q_1', 'q_376', 'q_643', 'q_752', 'q_964', 'q_346', 'q_975', 'q_520', 'q_506', 'q_545', 'q_311', 'q_462', 'q_833', 'q_268', 'q_790', 'q_282', 'q_542', 'q_971', 'q_756', 'q_504', 'q_482', 'q_655', 'q_897', 'q_93', 'q_852', 'q_261', 'q_389', 'q_789', 'q_656', 'q_826', 'q_291', 'q_34', 'q_568', 'q_955', 'q_419', 'q_186', 'q_295', 'q_664', 'q_677', 'q_366', 'q_317', 'q_750', 'q_80', 'q_606', 'q_904', 'q_283', 'q_839', 'q_797', 'q_36', 'q_903', 'q_916', 'q_223', 'q_554', 'q_741', 'q_659', 'q_451', 'q_527', 'q_341', 'q_973', 'q_394', 'q_710', 'q_717', 'q_10', 'q_815', 'q_378', 'q_541', 'q_615', 'q_488', 'q_476', 'q_681', 'q_103', 'q_275', 'q_493', 'q_608', 'q_469', 'q_403', 'q_857', 'q_117', 'q_62', 'q_300', 'q_829', 'q_735', 'q_574', 'q_783', 'q_37', 'q_679', 'q_110', 'q_720', 'q_662', 'q_846', 'q_8', 'q_936', 'q_817', 'q_765', 'q_593', 'q_626', 'q_84', 'q_621', 'q_210', 'q_813', 'q_16', 'q_208', 'q_942', 'q_802', 'q_703', 'q_560', 'q_180', 'q_226', 'q_928', 'q_934', 'q_519', 'q_416', 'q_732', 'q_307', 'q_910', 'q_820', 'q_566', 'q_260', 'q_43', 'q_855', 'q_360', 'q_611', 'q_174', 'q_518', 'q_824', 'q_633', 'q_77', 'q_944', 'q_166', 'q_776', 'q_76', 'q_297', 'q_882', 'q_321', 'q_155', 'q_167', 'q_120', 'q_875', 'q_35', 'q_769', 'q_238', 'q_144', 'q_427', 'q_792', 'q_784'"
CQ-game-4621,,initial_world_states/builder-data/11-c73/step-16,Destroy the 3 purple boxes. Add 4 blue boxes in total on top of the highest 2 yellow boxes and highest 2 green boxes.,Yes,train,,
CQ-game-4622,what color should the diagonal columns be?,initial_world_states/builder-data/13-c75/step-2,Add 2 yellow blocks to the bottom of the column to attach it to the floor. Then add one column in each white space on the floor diagonal to the yellow column (4 new columns),No,train,q_78,"'q_91', 'q_428', 'q_807', 'q_970', 'q_337', 'q_22', 'q_392', 'q_755', 'q_187', 'q_303', 'q_632', 'q_823', 'q_202', 'q_143', 'q_174', 'q_707', 'q_485', 'q_680', 'q_222', 'q_332', 'q_742', 'q_604', 'q_321', 'q_905', 'q_219', 'q_473', 'q_280', 'q_409', 'q_50', 'q_454', 'q_809', 'q_81', 'q_864', 'q_805', 'q_213', 'q_78', 'q_66', 'q_642', 'q_326', 'q_398', 'q_647', 'q_385', 'q_458', 'q_938', 'q_150', 'q_102', 'q_85', 'q_901', 'q_926', 'q_420', 'q_700', 'q_282', 'q_799', 'q_871', 'q_657', 'q_20', 'q_427', 'q_31', 'q_135', 'q_354', 'q_261', 'q_318', 'q_711', 'q_837', 'q_781', 'q_474', 'q_850', 'q_185', 'q_203', 'q_24', 'q_888', 'q_43', 'q_32', 'q_675', 'q_414', 'q_854', 'q_204', 'q_740', 'q_157', 'q_719', 'q_120', 'q_578', 'q_561', 'q_310', 'q_172', 'q_422', 'q_93', 'q_867', 'q_295', 'q_483', 'q_678', 'q_651', 'q_620', 'q_448', 'q_939', 'q_464', 'q_727', 'q_593', 'q_274', 'q_786', 'q_492', 'q_500', 'q_818', 'q_229', 'q_897', 'q_313', 'q_746', 'q_974', 'q_355', 'q_110', 'q_639', 'q_838', 'q_1', 'q_904', 'q_606', 'q_741', 'q_141', 'q_477', 'q_880', 'q_739', 'q_973', 'q_817', 'q_836', 'q_613', 'q_456', 'q_380', 'q_671', 'q_560', 'q_868', 'q_536', 'q_506', 'q_345', 'q_28', 'q_178', 'q_4', 'q_163', 'q_702', 'q_765', 'q_331', 'q_531', 'q_583', 'q_497', 'q_279', 'q_752', 'q_56', 'q_715', 'q_812', 'q_554', 'q_309', 'q_301', 'q_980', 'q_41', 'q_537', 'q_217', 'q_382', 'q_223', 'q_390', 'q_407', 'q_251', 'q_892', 'q_288', 'q_242', 'q_499', 'q_828', 'q_12', 'q_902'"
CQ-game-4623,,initial_world_states/builder-data/30-c96/step-4,Facing north build a horizontal line made of nine blue blocks between the red and yellow block.,Yes,train,,
CQ-game-4624,,initial_world_states/builder-data/14-c54/step-22,Build a column of three green blocks on the south and north side of the yellow block forming a U shape.,Yes,train,,
CQ-game-4629,,initial_world_states/builder-data/16-c92/step-2,Facing North place a column of two yellow blocks atop the leftmost red column. Destroy the two leftmost red blocks.,Yes,train,,
CQ-game-4630,,initial_world_states/builder-data/1-c92/step-14,Facing north build a tower made of five purple blocks on top of the green block.,Yes,train,,
CQ-game-4634,,initial_world_states/builder-data/14-c51/step-2,Build a block in each corner. South West build a purple. South East build a green. North East build blue. North West build orange.,Yes,train,,
CQ-game-4635,In what configuration should a trio of blue blocks be added to every corner?,initial_world_states/builder-data/29-c92/step-20,I added a trio of blue blocks to every corner.,No,train,q_743,"'q_466', 'q_411', 'q_394', 'q_634', 'q_850', 'q_556', 'q_733', 'q_45', 'q_96', 'q_148', 'q_77', 'q_315', 'q_686', 'q_68', 'q_483', 'q_779', 'q_723', 'q_389', 'q_730', 'q_967', 'q_103', 'q_123', 'q_666', 'q_505', 'q_44', 'q_725', 'q_75', 'q_744', 'q_22', 'q_605', 'q_936', 'q_373', 'q_544', 'q_781', 'q_201', 'q_368', 'q_249', 'q_264', 'q_711', 'q_517', 'q_713', 'q_59', 'q_352', 'q_5', 'q_302', 'q_909', 'q_409', 'q_62', 'q_545', 'q_94', 'q_170', 'q_762', 'q_698', 'q_30', 'q_859', 'q_522', 'q_591', 'q_617', 'q_847', 'q_488', 'q_908', 'q_290', 'q_638', 'q_164', 'q_47', 'q_735', 'q_241', 'q_975', 'q_743', 'q_441', 'q_978', 'q_194', 'q_92', 'q_83', 'q_151', 'q_962', 'q_784', 'q_671', 'q_510', 'q_12', 'q_741', 'q_933', 'q_291', 'q_699', 'q_765', 'q_429', 'q_932', 'q_826', 'q_257', 'q_860', 'q_295', 'q_982', 'q_408', 'q_583', 'q_16', 'q_417', 'q_25', 'q_652', 'q_275', 'q_930', 'q_90', 'q_857', 'q_578', 'q_489', 'q_154', 'q_128', 'q_222', 'q_119', 'q_255', 'q_642', 'q_384', 'q_707', 'q_507', 'q_110', 'q_363', 'q_125', 'q_772', 'q_472', 'q_504', 'q_738', 'q_64', 'q_456', 'q_760', 'q_243', 'q_163', 'q_905', 'q_359', 'q_101', 'q_410', 'q_862', 'q_380', 'q_960', 'q_339', 'q_649', 'q_825', 'q_529', 'q_912', 'q_296', 'q_293', 'q_547', 'q_679', 'q_318', 'q_304', 'q_232', 'q_15', 'q_61', 'q_759', 'q_2', 'q_882', 'q_436', 'q_796', 'q_320', 'q_814', 'q_498', 'q_84', 'q_100', 'q_80', 'q_599', 'q_928', 'q_886', 'q_181', 'q_23', 'q_40', 'q_246', 'q_897', 'q_879'"
CQ-game-4637,,initial_world_states/builder-data/5-c127/step-2,Destroy the bottom row of blocks. Then destroy the top row of blocks.,Yes,train,,
CQ-game-4638,,initial_world_states/builder-data/4-c96/step-4,Connect the red and yellow stacks with green blocks.,Yes,train,,
CQ-game-4639,,initial_world_states/builder-data/14-c136/step-14,Place two blue blocks directly under each existing blue block.,Yes,train,,
CQ-game-464,,initial_world_states/builder-data/2-c116/step-30,Go to the green block. Place a stack of four additional blocks on top of the original block.,Yes,train,,
CQ-game-4641,,initial_world_states/builder-data/5-c136/step-14,"Destroy the eastmost purple ""leg"".",Yes,train,,
CQ-game-4642,In which direction do we place the 4 red blocks in a vertical column?,initial_world_states/builder-data/14-c54/step-4,Destroy the yellow block. In its place put a 4 block vertical red column.,No,train,q_358,"'q_75', 'q_856', 'q_293', 'q_906', 'q_172', 'q_188', 'q_252', 'q_721', 'q_368', 'q_491', 'q_540', 'q_358', 'q_551', 'q_549', 'q_683', 'q_794', 'q_34', 'q_301', 'q_214', 'q_851', 'q_641', 'q_708', 'q_136', 'q_840', 'q_544', 'q_787', 'q_968', 'q_900', 'q_653', 'q_98', 'q_185', 'q_120', 'q_284', 'q_857', 'q_930', 'q_789', 'q_330', 'q_319', 'q_114', 'q_786', 'q_167', 'q_115', 'q_882', 'q_773', 'q_805', 'q_305', 'q_570', 'q_222', 'q_488', 'q_509', 'q_466', 'q_51', 'q_101', 'q_205', 'q_237', 'q_70', 'q_244', 'q_74', 'q_866', 'q_81', 'q_730', 'q_451', 'q_218', 'q_193', 'q_912', 'q_27', 'q_287', 'q_364', 'q_726', 'q_891', 'q_611', 'q_496', 'q_703', 'q_253', 'q_170', 'q_445', 'q_788', 'q_827', 'q_135', 'q_841', 'q_686', 'q_15', 'q_576', 'q_550', 'q_526', 'q_879', 'q_807', 'q_527', 'q_33', 'q_855', 'q_198', 'q_221', 'q_763', 'q_531', 'q_352', 'q_649', 'q_812', 'q_151', 'q_661', 'q_245', 'q_800', 'q_642', 'q_748', 'q_632', 'q_397', 'q_546', 'q_844', 'q_559', 'q_206', 'q_145', 'q_560', 'q_340', 'q_973', 'q_883', 'q_362', 'q_962', 'q_864', 'q_83', 'q_9', 'q_450', 'q_236', 'q_425', 'q_556', 'q_89', 'q_976', 'q_53', 'q_232', 'q_735', 'q_19', 'q_116', 'q_82', 'q_823', 'q_299', 'q_828', 'q_980', 'q_650', 'q_715', 'q_489', 'q_863', 'q_539', 'q_421', 'q_782', 'q_878', 'q_78', 'q_490', 'q_621', 'q_290', 'q_619', 'q_422', 'q_579', 'q_651', 'q_928', 'q_468', 'q_344', 'q_469', 'q_506', 'q_685', 'q_765', 'q_254', 'q_303', 'q_867', 'q_428', 'q_342', 'q_181', 'q_56', 'q_55'"
CQ-game-4643,,initial_world_states/builder-data/4-c92/step-4,facing north break the red block on the left of top row and place an orange block in its place. break the red block on the right of bottom row and place an orange block in its place.,Yes,train,,
CQ-game-4644,,initial_world_states/builder-data/14-c59/step-16,Facing West place two red blocks to the right of the bottommost red block. Place two yellow blocks to the right of the yellow block.,Yes,train,,
CQ-game-4645,,initial_world_states/builder-data/11-c120/step-8,Facing north first complete a square shape by 4 orange blocks to the green block. Each side should be 3 blocks and the center of the square should be empty.,Yes,train,,
CQ-game-4647,,initial_world_states/builder-data/34-c120/step-12,Facing North place a column of four red blocks two squares to the left of the eastern border. Place a blue block atop the red column. Put a red block atop the blue block. Destroy the blue block.,Yes,train,,
CQ-game-4648,,initial_world_states/builder-data/31-c73/step-14,build three blue blocks vertically by placing one on another facing north side,Yes,train,,
CQ-game-4649,,initial_world_states/builder-data/14-c59/step-30,Facing south destroy all the red blocks.,Yes,train,,
CQ-game-465,,initial_world_states/builder-data/31-c96/step-6,Destroy the existing red blocks.Then replace the yellow blocks with blue ones.,Yes,train,,
CQ-game-4651,,initial_world_states/builder-data/8-c96/step-6,In the southeast corner place a blue block. Place a yellow block on top of the blue block. Place a green block on top of the yellow block. Place an orange block on top of the green block.,Yes,train,,
CQ-game-4652,,initial_world_states/builder-data/16-c92/step-6,Facing North place a yellow block atop the uppermost green block. Place a row of two yellow blocks on each side of the yellow block.,Yes,train,,
CQ-game-4653,,initial_world_states/builder-data/52-c127/step-24,Stack four red blocks to the north of the west-most yellow blocks.,Yes,train,,
CQ-game-4654,,initial_world_states/builder-data/34-c135/step-14,Destroy the lowest purple block. Then add two blue blocks on top of the eastern purple block.,Yes,train,,
CQ-game-4655,,initial_world_states/builder-data/10-c33/step-10,Destroy the northern most yellow block. Replace the block that was just destroyed with a green block. Place another green block to the right of that green block.,Yes,train,,
CQ-game-4656,,initial_world_states/builder-data/14-c51/step-30,facing south break the green block in the centre. place two blue blocks on the left side of the blue block row on top.,Yes,train,,
CQ-game-4657,,initial_world_states/builder-data/19-c126/step-2,Break every block from the second and fourth row from the bottom.,Yes,train,,
CQ-game-4658,,initial_world_states/builder-data/19-c126/step-6,Place a yellow block to the west of the bottom yellow block. Then stack two yellow blocks on top of it.,Yes,train,,
CQ-game-4659,,initial_world_states/builder-data/12-c139/step-24,Stack two blue blocks on top of each of the existing blue blocks.,Yes,train,,
CQ-game-466,,initial_world_states/builder-data/14-c54/step-2,Facing north place a green block on the floor in the center of the north wall.Then place a green block on the floor in the center of the south wall. Repeat this process with a yellow block in the west and a blue in the east.,Yes,train,,
CQ-game-4661,,initial_world_states/builder-data/11-c120/step-4,Facing North place a column of two purple blocks to the right of the column of two yellow blocks. Put a column of two red blocks to the left of the column of two yellow blocks.,Yes,train,,
CQ-game-4662,,initial_world_states/builder-data/11-c120/step-2,Fill in between the yellow stacks with a blue block. On top of the stack place 2 blue blocks then place a purple block on the very top.,Yes,train,,
CQ-game-4663,,initial_world_states/builder-data/2-c116/step-36,Place a green block under the top block. Then place a green block on every side of it.,Yes,train,,
CQ-game-4664,,initial_world_states/builder-data/13-c74/step-2,Fill in the gap in the existing structure with a yellow block. Place a red block on top of every yellow block.,Yes,train,,
CQ-game-4665,,initial_world_states/builder-data/2-c136/step-8,Place a purple block on top of each existing block.,Yes,train,,
CQ-game-4667,,initial_world_states/builder-data/2-c126/step-2,move south and then destroy the 3 red blocks,Yes,train,,
CQ-game-4668,,initial_world_states/builder-data/5-c120/step-6,Destroy the bottom yellow column and replace with an identical figure in blue.,Yes,train,,
CQ-game-4669,,initial_world_states/builder-data/2-c120/step-16,Place a yellow block in the gap in the yellow stack. Place two red blocks on top of the yellow stack.,Yes,train,,
CQ-game-467,,initial_world_states/builder-data/10-c33/step-16,Place a yellow block directly to the north of the south most block but skip one space. Then place a yellow block on top of every block.,Yes,train,,
CQ-game-4670,Directly in front of the extremity or on the ground?,initial_world_states/builder-data/33-c135/step-12,Facing North put 2 yellow blocks on front of the purple block on the right extremity. Put a red block to the right of the second yellow block.,No,train,q_202,"'q_303', 'q_867', 'q_194', 'q_460', 'q_356', 'q_19', 'q_334', 'q_957', 'q_418', 'q_600', 'q_321', 'q_827', 'q_218', 'q_982', 'q_654', 'q_828', 'q_269', 'q_954', 'q_978', 'q_120', 'q_104', 'q_914', 'q_687', 'q_189', 'q_556', 'q_644', 'q_979', 'q_468', 'q_883', 'q_406', 'q_890', 'q_559', 'q_228', 'q_413', 'q_209', 'q_152', 'q_938', 'q_669', 'q_758', 'q_280', 'q_940', 'q_392', 'q_834', 'q_617', 'q_892', 'q_522', 'q_676', 'q_235', 'q_762', 'q_771', 'q_372', 'q_18', 'q_188', 'q_712', 'q_243', 'q_452', 'q_815', 'q_294', 'q_703', 'q_836', 'q_332', 'q_14', 'q_282', 'q_204', 'q_99', 'q_397', 'q_615', 'q_261', 'q_560', 'q_496', 'q_457', 'q_842', 'q_237', 'q_715', 'q_534', 'q_463', 'q_743', 'q_200', 'q_357', 'q_837', 'q_602', 'q_469', 'q_410', 'q_126', 'q_787', 'q_88', 'q_15', 'q_202', 'q_564', 'q_29', 'q_37', 'q_451', 'q_961', 'q_250', 'q_741', 'q_287', 'q_322', 'q_722', 'q_342', 'q_1', 'q_964', 'q_963', 'q_398', 'q_11', 'q_952', 'q_915', 'q_861', 'q_455', 'q_740', 'q_845', 'q_236', 'q_863', 'q_344', 'q_976', 'q_304', 'q_427', 'q_614', 'q_273', 'q_222', 'q_182', 'q_512', 'q_58', 'q_738', 'q_859', 'q_530', 'q_620', 'q_756', 'q_439', 'q_2', 'q_414', 'q_299', 'q_257', 'q_603', 'q_977', 'q_864', 'q_181', 'q_336', 'q_899', 'q_264', 'q_925', 'q_757', 'q_613', 'q_91', 'q_466', 'q_59', 'q_226', 'q_395', 'q_291', 'q_9', 'q_461', 'q_465', 'q_529', 'q_115', 'q_597', 'q_217', 'q_910', 'q_653', 'q_133', 'q_79', 'q_309', 'q_584', 'q_525', 'q_324', 'q_649', 'q_53', 'q_110'"
CQ-game-4672,,initial_world_states/builder-data/13-c58/step-2,facing north place 5 red blocks horizontally on the bottom row. place three red blocks horizontally on the second row. place one red block in the middle of top row.,Yes,train,,
